0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,178.43,33753.0,2450.6,29888.0,3052.1,1487.6,983.85,651.7,5023.1,30.163,192.22,44.692,1.3995,6498.3,20.994,0.39225,7.8797,5.8704,7538.9,5.5045,0.29851,0.058313,0.17166,0.83851,80.198,0.61006,288.6,8153.2,11.563,0.11582,0.40152,7.5416,9.2089,11.687,465.96,119.47,33.258,0.59236,1.2919,2036.8,453.14,315.77,240.06,365.49,14.028,1.046,7.6505,1.2392,0.0061852,0.42346,2.6169,1303.4
100,1199.8,88656.0,9754.2,89659.0,11647.0,6718.9,4797.1,2900.3,19024.0,186.32,1053.6,279.85,13.264,25212.0,151.61,3.488,53.847,43.058,26645.0,40.288,2.3225,0.4788,1.4237,6.7302,457.51,4.5106,1384.7,25413.0,87.147,1.2293,4.0289,54.467,62.527,82.953,2573.4,651.31,206.53,5.7201,10.456,10407.0,1985.3,1465.6,1198.2,1923.5,110.8,8.0446,51.038,10.596,0.051827,3.8897,22.386,5919.6
150,4350.7,151210.0,22145.0,159170.0,25524.0,16818.0,12844.0,7141.6,40829.0,613.4,3121.2,933.14,66.047,56127.0,583.45,16.297,196.43,166.68,54931.0,155.77,9.4784,2.0606,6.1884,28.388,1397.2,17.675,3603.2,46226.0,347.29,6.7766,21.079,207.7,226.28,312.11,7688.7,1905.2,680.85,28.793,44.55,29123.0,4763.4,3693.3,3253.1,5470.6,464.93,32.702,181.99,47.473,0.23241,18.748,100.87,15005.0
200,11326.0,215070.0,38055.0,221760.0,42604.0,31083.0,25157.0,12972.0,66339.0,1435.8,6659.7,2209.4,229.98,95368.0,1593.3,53.323,509.72,453.78,87860.0,423.95,27.056,6.1975,18.795,83.867,3047.4,48.906,6795.8,65452.0,974.42,25.85,76.57,556.95,580.79,828.55,16560.0,3989.7,1589.6,100.66,133.13,59387.0,8372.6,6759.9,6410.4,11216.0,1379.7,93.734,462.96,148.51,0.74352,63.203,319.03,28278.0
250,23769.0,277440.0,55396.0,271150.0,60575.0,47684.0,40528.0,19542.0,91735.0,2690.4,11511.0,4180.6,629.02,138500.0,3468.6,137.39,1058.0,977.28,121840.0,913.52,60.789,14.655,44.865,195.2,5346.0,107.43,10475.0,80899.0,2163.1,76.713,217.03,1180.9,1187.8,1743.9,28916.0,6737.2,2959.7,274.81,313.72,99082.0,12162.0,10141.0,10321.0,18664.0,3252.4,213.26,946.35,364.84,1.9089,167.61,796.4,44494.0
300,42821.0,336750.0,72437.0,307810.0,77754.0,64665.0,57221.0,26011.0,114760.0,4307.6,17190.0,6746.4,1439.6,182200.0,6414.5,297.21,1873.3,1776.1,154720.0,1662.3,114.72,29.071,89.8,381.77,8055.6,199.77,14104.0,92468.0,4049.7,188.83,511.6,2111.4,2062.9,3102.3,43665.0,9799.9,4693.9,624.74,621.62,144030.0,15600.0,13334.0,14484.0,26910.0,6488.0,411.11,1660.5,750.52,4.1946,372.81,1672.8,62173.0
350,68850.0,391920.0,88086.0,334560.0,93222.0,80570.0,73653.0,31806.0,134520.0,6143.7,23096.0,9678.1,2868.2,224410.0,10486.0,562.01,2945.9,2838.1,185340.0,2661.4,189.57,50.41,157.03,653.67,10873.0,327.53,17302.0,100860.0,6657.2,401.43,1044.2,3317.4,3167.1,4858.6,59387.0,12810.0,6613.8,1231.7,1078.6,189720.0,18418.0,16031.0,18455.0,35046.0,11393.0,700.06,2608.6,1346.6,8.214,724.15,3078.0,80080.0
400,101430.0,442140.0,101810.0,354170.0,106640.0,94586.0,88723.0,36657.0,150950.0,8033.0,28710.0,12703.0,5111.9,263950.0,15571.0,954.98,4231.2,4103.3,213090.0,3857.2,282.34,78.626,246.82,1008.0,13535.0,486.98,19898.0,106850.0,9882.3,757.9,1897.1,4713.6,4420.1,6891.3,74790.0,15496.0,8528.0,2165.9,1685.6,232590.0,20569.0,18134.0,21942.0,42413.0,18092.0,1084.0,3778.7,2167.3,14.733,1262.8,5100.5,97380.0
450,139510.0,486920.0,113480.0,368760.0,118030.0,106430.0,101860.0,40528.0,164330.0,9833.2,33688.0,15580.0,8313.2,300230.0,21424.0,1487.8,5663.3,5482.0,237720.0,5167.7,387.21,112.66,356.14,1429.6,15871.0,670.25,21883.0,111080.0,13523.0,1297.0,3131.9,6187.3,5724.5,9040.5,88961.0,17725.0,10285.0,3468.0,2422.2,270510.0,22132.0,19681.0,24821.0,48678.0,26493.0,1559.0,5155.8,3194.5,24.678,2017.0,7766.4,113600.0
