0.0,2.2195
0.0017321,2.2165
0.0034641,2.2135
0.0051962,2.2105
0.0069282,2.2075
0.0086603,2.2045
0.010392,2.2015
0.012124,2.1985
0.013856,2.1955
0.015588,2.1925
0.017321,2.1895
0.019053,2.1865
0.020785,2.1835
0.022517,2.1805
0.024249,2.1775
0.025981,2.1745
0.027713,2.1715
0.029445,2.1685
0.031177,2.1655
0.032909,2.1625
0.034641,2.1595
0.036373,2.1565
0.038105,2.1535
0.039837,2.1505
0.041569,2.1475
0.043301,2.1445
0.045033,2.1415
0.046765,2.1385
0.048497,2.1355
0.050229,2.1325
0.051962,2.1295
0.053694,2.1265
0.055426,2.1235
0.057158,2.1205
0.05889,2.1175
0.060622,2.1146
0.062354,2.1116
0.064086,2.1086
0.065818,2.1056
0.06755,2.1026
0.069282,2.0996
0.071014,2.0966
0.072746,2.0937
0.074478,2.0907
0.07621,2.0877
0.077942,2.0847
0.079674,2.0818
0.081406,2.0788
0.083138,2.0758
0.08487,2.0729
0.086603,2.0699
0.088335,2.067
0.090067,2.064
0.091799,2.0611
0.093531,2.0581
0.095263,2.0551
0.096995,2.0522
0.098727,2.0493
0.10046,2.0463
0.10219,2.0434
0.10392,2.0404
0.10566,2.0375
0.10739,2.0346
0.10912,2.0316
0.11085,2.0287
0.11258,2.0258
0.11432,2.0228
0.11605,2.0199
0.11778,2.017
0.11951,2.0141
0.12124,2.0112
0.12298,2.0083
0.12471,2.0055
0.12644,2.0026
0.12817,1.9997
0.1299,1.9968
0.13164,1.994
0.13337,1.9911
0.1351,1.9883
0.13683,1.9854
0.13856,1.9826
0.1403,1.9797
0.14203,1.9769
0.14376,1.9741
0.14549,1.9713
0.14722,1.9685
0.14896,1.9657
0.15069,1.9629
0.15242,1.9601
0.15415,1.9573
0.15588,1.9545
0.15762,1.9517
0.15935,1.949
0.16108,1.9462
0.16281,1.9434
0.16454,1.9407
0.16628,1.9379
0.16801,1.9352
0.16974,1.9325
0.17147,1.9298
0.17321,1.9271
0.17494,1.9244
0.17667,1.9217
0.1784,1.919
0.18013,1.9164
0.18187,1.9137
0.1836,1.9111
0.18533,1.9085
0.18706,1.9058
0.18879,1.9032
0.19053,1.9006
0.19226,1.898
0.19399,1.8955
0.19572,1.8929
0.19745,1.8903
0.19919,1.8878
0.20092,1.8852
0.20265,1.8827
0.20438,1.8802
0.20611,1.8777
0.20785,1.8752
0.20958,1.8727
0.21131,1.8702
0.21304,1.8677
0.21477,1.8653
0.21651,1.8628
0.21824,1.8604
0.21997,1.858
0.2217,1.8556
0.22343,1.8532
0.22517,1.8508
0.2269,1.8484
0.22863,1.8461
0.23036,1.8437
0.23209,1.8414
0.23383,1.8391
0.23556,1.8368
0.23729,1.8345
0.23902,1.8322
0.24076,1.83
0.24249,1.8277
0.24422,1.8255
0.24595,1.8233
0.24768,1.8211
0.24942,1.8189
0.25115,1.8167
0.25288,1.8145
0.25461,1.8124
0.25634,1.8102
0.25808,1.8081
0.25981,1.806
0.26154,1.8038
0.26327,1.8018
0.265,1.7997
0.26674,1.7976
0.26847,1.7955
0.2702,1.7935
0.27193,1.7915
0.27366,1.7895
0.2754,1.7875
0.27713,1.7855
0.27886,1.7835
0.28059,1.7816
0.28232,1.7796
0.28406,1.7777
0.28579,1.7758
0.28752,1.7739
0.28925,1.772
0.29098,1.7701
0.29272,1.7682
0.29445,1.7664
0.29618,1.7646
0.29791,1.7627
0.29964,1.7609
0.30138,1.7591
0.30311,1.7573
0.30484,1.7556
0.30657,1.7538
0.30831,1.7521
0.31004,1.7503
0.31177,1.7486
0.3135,1.7469
0.31523,1.7452
0.31697,1.7435
0.3187,1.7419
0.32043,1.7402
0.32216,1.7386
0.32389,1.7369
0.32563,1.7353
0.32736,1.7337
0.32909,1.7321
0.33082,1.7306
0.33255,1.729
0.33429,1.7274
0.33602,1.7259
0.33775,1.7244
0.33948,1.7228
0.34121,1.7213
0.34295,1.7198
0.34468,1.7184
0.34641,1.7169
0.34814,1.7154
0.34987,1.714
0.35161,1.7125
0.35334,1.7111
0.35507,1.7097
0.3568,1.7083
0.35853,1.7069
0.36027,1.7055
0.362,1.7042
0.36373,1.7028
0.36546,1.7015
0.36719,1.7001
0.36893,1.6988
0.37066,1.6975
0.37239,1.6962
0.37412,1.6949
0.37585,1.6936
0.37759,1.6923
0.37932,1.6911
0.38105,1.6898
0.38278,1.6886
0.38452,1.6874
0.38625,1.6861
0.38798,1.6849
0.38971,1.6837
0.39144,1.6825
0.39318,1.6814
0.39491,1.6802
0.39664,1.679
0.39837,1.6779
0.4001,1.6767
0.40184,1.6756
0.40357,1.6745
0.4053,1.6734
0.40703,1.6723
0.40876,1.6712
0.4105,1.6701
0.41223,1.669
0.41396,1.6679
0.41569,1.6669
0.41742,1.6658
0.41916,1.6648
0.42089,1.6637
0.42262,1.6627
0.42435,1.6617
0.42608,1.6607
0.42782,1.6597
0.42955,1.6587
0.43128,1.6577
0.43301,1.6568
0.43474,1.6558
0.43648,1.6548
0.43821,1.6539
0.43994,1.653
0.44167,1.652
0.44341,1.6511
0.44514,1.6502
0.44687,1.6493
0.4486,1.6484
0.45033,1.6475
0.45207,1.6466
0.4538,1.6457
0.45553,1.6448
0.45726,1.644
0.45899,1.6431
0.46073,1.6423
0.46246,1.6414
0.46419,1.6406
0.46592,1.6398
0.46765,1.6389
0.46939,1.6381
0.47112,1.6373
0.47285,1.6365
0.47458,1.6357
0.47631,1.6349
0.47805,1.6342
0.47978,1.6334
0.48151,1.6326
0.48324,1.6319
0.48497,1.6311
