0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.011527,0.01218,0.00094426,0.00040639,1.3068e-06,1.2799e-06,1.4509e-06,1.3276e-06
0.02,0.033312,0.022757,0.0038678,0.0017416,9.7092e-06,9.5432e-06,1.0853e-05,1.0029e-05
0.03,0.060885,0.032025,0.0091281,0.0042981,3.9226e-05,3.8712e-05,4.3702e-05,4.0792e-05
0.04,0.092401,0.040566,0.016697,0.008157,0.00011189,0.00011086,0.00012408,0.00011702
0.05,0.12741,0.048479,0.026452,0.013327,0.00025454,0.000253,0.0002804,0.00026703
0.06,0.16538,0.055843,0.038337,0.01982,0.00049411,0.0004927,0.00054101,0.00051869
0.07,0.20579,0.062683,0.052279,0.027604,0.00085561,0.00085474,0.00093078,0.00089698
0.08,0.24814,0.069027,0.068162,0.036631,0.0013598,0.0013585,0.0014697,0.001422
0.09,0.29162,0.074929,0.085825,0.046827,0.0020208,0.0020197,0.002172,0.0021086
0.1,0.3356,0.080435,0.10509,0.058154,0.0028485,0.0028477,0.0030455,0.0029664
0.11,0.37955,0.085576,0.12576,0.070505,0.0038489,0.0038487,0.0040947,0.0039985
0.12,0.42308,0.090406,0.14761,0.083814,0.0050235,0.0050244,0.005318,0.005205
0.13,0.4658,0.094956,0.17042,0.097977,0.0063721,0.006372,0.0067091,0.0065835
0.14,0.50742,0.099245,0.19399,0.1129,0.0078818,0.0078841,0.0082659,0.0081207
0.15,0.54778,0.10328,0.2181,0.12846,0.0095516,0.0095528,0.0099668,0.0098084
0.16,0.58674,0.10713,0.24259,0.14459,0.011363,0.011366,0.011801,0.01163
0.17,0.62423,0.11077,0.26724,0.16117,0.013309,0.013312,0.013753,0.013571
0.18,0.66018,0.11421,0.29195,0.17813,0.015355,0.015359,0.015809,0.015615
0.19,0.69459,0.11747,0.31654,0.19538,0.017509,0.017515,0.017949,0.017745
0.2,0.72743,0.12059,0.3409,0.21283,0.019731,0.019735,0.020158,0.019945
0.21,0.75869,0.12358,0.36492,0.2304,0.022025,0.022032,0.022421,0.0222
0.22,0.78842,0.12645,0.38851,0.24803,0.02436,0.024365,0.024722,0.024493
0.23,0.81675,0.1292,0.41159,0.26565,0.026732,0.026738,0.027046,0.026812
0.24,0.84356,0.13184,0.4341,0.28321,0.029114,0.029119,0.029382,0.029144
0.25,0.86901,0.13436,0.456,0.30065,0.031508,0.031515,0.031716,0.031477
0.26,0.8931,0.13678,0.47725,0.31793,0.033891,0.033898,0.034041,0.033799
0.27,0.9159,0.13909,0.49779,0.335,0.036259,0.036265,0.036344,0.036102
0.28,0.9375,0.14135,0.51764,0.35182,0.038599,0.038606,0.038619,0.038376
0.29,0.95792,0.14351,0.53676,0.36836,0.04091,0.040922,0.040858,0.040617
0.3,0.9773,0.14564,0.55516,0.3846,0.043173,0.043185,0.043055,0.042814
0.31,0.99567,0.14767,0.57285,0.40052,0.045396,0.04541,0.045205,0.044968
0.32,1.0131,0.14965,0.58982,0.4161,0.047565,0.047579,0.047305,0.047069
0.33,1.0296,0.15155,0.6061,0.43132,0.049676,0.049691,0.049353,0.049117
0.34,1.0454,0.15339,0.62169,0.44618,0.051735,0.051752,0.051342,0.05111
0.35,1.0603,0.15519,0.63662,0.46066,0.053736,0.053753,0.053275,0.053044
0.36,1.0745,0.15697,0.65091,0.47477,0.05567,0.055685,0.055146,0.054923
0.37,1.0881,0.15867,0.66457,0.48849,0.057546,0.057566,0.056961,0.056735
0.38,1.101,0.16033,0.67763,0.50185,0.059353,0.059371,0.058714,0.058495
0.39,1.1133,0.16195,0.69013,0.51482,0.061113,0.061132,0.06041,0.060189
0.4,1.1251,0.16352,0.70207,0.52742,0.062796,0.062816,0.062044,0.061832
0.41,1.1363,0.16504,0.71349,0.53965,0.064433,0.064454,0.063623,0.06341
0.42,1.147,0.16654,0.7244,0.55152,0.065998,0.066017,0.065145,0.064937
0.43,1.1573,0.16797,0.73484,0.56303,0.067518,0.067541,0.066612,0.066404
0.44,1.1672,0.16938,0.74482,0.57419,0.06897,0.06899,0.068023,0.067823
0.45,1.1766,0.17073,0.75436,0.585,0.070379,0.070401,0.069385,0.069185
0.46,1.1856,0.17206,0.76349,0.59549,0.071727,0.071748,0.070694,0.0705
0.47,1.1943,0.17335,0.77223,0.60564,0.073027,0.07305,0.071956,0.071763
0.48,1.2026,0.17461,0.7806,0.61549,0.074276,0.074298,0.073169,0.072981
0.49,1.2106,0.17583,0.78861,0.62503,0.075484,0.075507,0.074339,0.074153
0.5,1.2183,0.17702,0.7963,0.63427,0.076636,0.076658,0.075464,0.075281
0.51,1.2258,0.1782,0.80366,0.64323,0.077755,0.077779,0.076548,0.076367
0.52,1.2329,0.17934,0.81072,0.65191,0.078825,0.078848,0.07759,0.077413
0.53,1.2398,0.18045,0.8175,0.66032,0.079857,0.079881,0.078596,0.078419
0.54,1.2465,0.18154,0.82401,0.66847,0.080851,0.080873,0.079562,0.07939
0.55,1.2529,0.18259,0.83027,0.67636,0.081809,0.081834,0.080495,0.080324
0.56,1.2592,0.18362,0.83629,0.68402,0.082728,0.082751,0.081392,0.081225
0.57,1.2652,0.18462,0.84208,0.69144,0.083619,0.083643,0.082259,0.082092
0.58,1.2711,0.18561,0.84765,0.69864,0.084475,0.084498,0.083092,0.08293
0.59,1.2767,0.18656,0.85302,0.70562,0.085299,0.085324,0.083898,0.083737
0.6,1.2822,0.1875,0.85819,0.71239,0.086096,0.086119,0.084674,0.084516
0.61,1.2875,0.1884,0.86318,0.71897,0.086866,0.08689,0.085423,0.085268
0.62,1.2926,0.18929,0.868,0.72534,0.087605,0.087629,0.086148,0.085994
0.63,1.2976,0.19016,0.87265,0.73153,0.088324,0.088348,0.086846,0.086696
0.64,1.3024,0.19101,0.87713,0.73754,0.089014,0.089038,0.087522,0.087373
0.65,1.3071,0.19184,0.88147,0.74338,0.089685,0.089709,0.088175,0.088028
0.66,1.3117,0.19264,0.88566,0.74905,0.090331,0.090354,0.088806,0.088662
0.67,1.3161,0.19343,0.88972,0.75456,0.090956,0.09098,0.089417,0.089275
0.68,1.3204,0.1942,0.89364,0.75991,0.091561,0.091583,0.090007,0.089868
0.69,1.3245,0.19494,0.89744,0.76512,0.09215,0.092173,0.09058,0.090442
0.7,1.3286,0.19568,0.90112,0.77019,0.092715,0.092737,0.091133,0.090997
0.71,1.3325,0.19639,0.90469,0.77512,0.093264,0.093287,0.09167,0.091536
0.72,1.3364,0.19709,0.90815,0.77992,0.093797,0.093819,0.09219,0.092057
0.73,1.3401,0.19777,0.91151,0.78459,0.094314,0.094337,0.092693,0.092563
0.74,1.3437,0.19844,0.91476,0.78914,0.094814,0.094835,0.093182,0.093053
0.75,1.3473,0.19909,0.91792,0.79357,0.095301,0.095322,0.093656,0.093529
0.76,1.3507,0.19972,0.92099,0.79788,0.095771,0.095792,0.094116,0.093991
0.77,1.3541,0.20034,0.92397,0.80209,0.096229,0.09625,0.094562,0.094439
0.78,1.3574,0.20094,0.92687,0.80619,0.096674,0.096694,0.094995,0.094874
0.79,1.3605,0.20153,0.92969,0.81019,0.097104,0.097125,0.095416,0.095296
0.8,1.3637,0.2021,0.93243,0.81408,0.097522,0.097543,0.095825,0.095706
0.81,1.3667,0.20266,0.93509,0.81788,0.097933,0.097953,0.096222,0.096105
0.82,1.3697,0.2032,0.93768,0.82158,0.098327,0.098347,0.096608,0.096493
0.83,1.3725,0.20373,0.94021,0.8252,0.098711,0.098732,0.096984,0.09687
0.84,1.3754,0.20425,0.94267,0.82872,0.099088,0.099107,0.097349,0.097237
0.85,1.3781,0.20475,0.94507,0.83217,0.099452,0.099472,0.097704,0.097594
0.86,1.3808,0.20524,0.9474,0.83553,0.099806,0.099825,0.09805,0.097941
0.87,1.3834,0.20571,0.94968,0.83881,0.10015,0.10017,0.098387,0.098279
0.88,1.386,0.20618,0.95189,0.84202,0.10049,0.10051,0.098715,0.098608
0.89,1.3885,0.20663,0.95405,0.84515,0.10082,0.10084,0.099034,0.098929
0.9,1.3909,0.20708,0.95616,0.8482,0.10114,0.10115,0.099345,0.099241
0.91,1.3933,0.20751,0.95821,0.85119,0.10145,0.10147,0.099648,0.099546
0.92,1.3956,0.20793,0.96022,0.85411,0.10175,0.10177,0.099943,0.099842
0.93,1.3979,0.20835,0.96218,0.85697,0.10205,0.10207,0.10023,0.10013
0.94,1.4001,0.20875,0.96408,0.85975,0.10234,0.10235,0.10051,0.10041
0.95,1.4023,0.20914,0.96595,0.86248,0.10262,0.10264,0.10079,0.10069
0.96,1.4044,0.20952,0.96777,0.86515,0.10289,0.10291,0.10105,0.10096
0.97,1.4065,0.20989,0.96955,0.86776,0.10316,0.10318,0.10131,0.10122
0.98,1.4085,0.21025,0.97129,0.87032,0.10342,0.10344,0.10157,0.10147
0.99,1.4105,0.21061,0.97298,0.87281,0.10368,0.10369,0.10182,0.10172
1.0,1.4125,0.21095,0.97464,0.87526,0.10392,0.10394,0.10206,0.10197
