0.0,0.036316
0.001,0.036327
0.002,0.036338
0.003,0.036349
0.004,0.03636
0.005,0.036371
0.006,0.036382
0.007,0.036393
0.008,0.036405
0.009,0.036416
0.01,0.036427
0.011,0.036438
0.012,0.036449
0.013,0.03646
0.014,0.036471
0.015,0.036482
0.016,0.036493
0.017,0.036504
0.018,0.036515
0.019,0.036526
0.02,0.036538
0.021,0.036549
0.022,0.03656
0.023,0.036571
0.024,0.036582
0.025,0.036593
0.026,0.036604
0.027,0.036615
0.028,0.036626
0.029,0.036637
0.03,0.036648
0.031,0.036659
0.032,0.036671
0.033,0.036682
0.034,0.036693
0.035,0.036704
0.036,0.036715
0.037,0.036726
0.038,0.036737
0.039,0.036748
0.04,0.036759
0.041,0.036792
0.042,0.036825
0.043,0.036858
0.044,0.036891
0.045,0.036924
0.046,0.036956
0.047,0.036989
0.048,0.037022
0.049,0.037055
0.05,0.037088
0.051,0.037121
0.052,0.037154
0.053,0.037187
0.054,0.03722
0.055,0.037252
0.056,0.037285
0.057,0.037318
0.058,0.037351
0.059,0.037384
0.06,0.037417
0.061,0.03745
0.062,0.037483
0.063,0.037516
0.064,0.037548
0.065,0.037581
0.066,0.037614
0.067,0.037647
0.068,0.03768
0.069,0.037713
0.07,0.037746
0.071,0.037779
0.072,0.037811
0.073,0.037844
0.074,0.037877
0.075,0.03791
0.076,0.037943
0.077,0.037976
0.078,0.038009
0.079,0.038042
0.08,0.038075
0.081,0.038128
0.082,0.038182
0.083,0.038235
0.084,0.038289
0.085,0.038342
0.086,0.038396
0.087,0.038449
0.088,0.038503
0.089,0.038556
0.09,0.03861
0.091,0.038663
0.092,0.038717
0.093,0.03877
0.094,0.038824
0.095,0.038877
0.096,0.038931
0.097,0.038985
0.098,0.039038
0.099,0.039092
0.1,0.039145
0.101,0.039199
0.102,0.039252
0.103,0.039306
0.104,0.039359
0.105,0.039413
0.106,0.039466
0.107,0.03952
0.108,0.039573
0.109,0.039627
0.11,0.03968
0.111,0.039734
0.112,0.039787
0.113,0.039841
0.114,0.039894
0.115,0.039948
0.116,0.040002
0.117,0.040055
0.118,0.040109
0.119,0.040162
0.12,0.040216
0.121,0.040283
0.122,0.040351
0.123,0.040418
0.124,0.040486
0.125,0.040553
0.126,0.040621
0.127,0.040688
0.128,0.040756
0.129,0.040824
0.13,0.040891
0.131,0.040959
0.132,0.041026
0.133,0.041094
0.134,0.041161
0.135,0.041229
0.136,0.041296
0.137,0.041364
0.138,0.041431
0.139,0.041499
0.14,0.041566
0.141,0.041634
0.142,0.041702
0.143,0.041769
0.144,0.041837
0.145,0.041904
0.146,0.041972
0.147,0.042039
0.148,0.042107
0.149,0.042174
0.15,0.042242
0.151,0.042309
0.152,0.042377
0.153,0.042444
0.154,0.042512
0.155,0.04258
0.156,0.042647
0.157,0.042715
0.158,0.042782
0.159,0.04285
0.16,0.042917
0.161,0.04295
0.162,0.042982
0.163,0.043015
0.164,0.043048
0.165,0.04308
0.166,0.043113
0.167,0.043146
0.168,0.043178
0.169,0.043211
0.17,0.043243
0.171,0.043276
0.172,0.043309
0.173,0.043341
0.174,0.043374
0.175,0.043406
0.176,0.043439
0.177,0.043472
0.178,0.043504
0.179,0.043537
0.18,0.04357
0.181,0.043602
0.182,0.043635
0.183,0.043667
0.184,0.0437
0.185,0.043733
0.186,0.043765
0.187,0.043798
0.188,0.04383
0.189,0.043863
0.19,0.043896
0.191,0.043928
0.192,0.043961
0.193,0.043993
0.194,0.044026
0.195,0.044059
0.196,0.044091
0.197,0.044124
0.198,0.044157
0.199,0.044189
0.2,0.044222
0.201,0.044189
0.202,0.044157
0.203,0.044124
0.204,0.044092
0.205,0.044059
0.206,0.044027
0.207,0.043995
0.208,0.043962
0.209,0.04393
0.21,0.043897
0.211,0.043865
0.212,0.043832
0.213,0.0438
0.214,0.043767
0.215,0.043735
0.216,0.043702
0.217,0.04367
0.218,0.043637
0.219,0.043605
0.22,0.043573
0.221,0.04354
0.222,0.043508
0.223,0.043475
0.224,0.043443
0.225,0.04341
0.226,0.043378
0.227,0.043345
0.228,0.043313
0.229,0.04328
0.23,0.043248
0.231,0.043215
0.232,0.043183
0.233,0.043151
0.234,0.043118
0.235,0.043086
0.236,0.043053
0.237,0.043021
0.238,0.042988
0.239,0.042956
0.24,0.042923
0.241,0.042838
0.242,0.042753
0.243,0.042668
0.244,0.042583
0.245,0.042498
0.246,0.042413
0.247,0.042328
0.248,0.042243
0.249,0.042158
0.25,0.042073
0.251,0.041988
0.252,0.041903
0.253,0.041818
0.254,0.041733
0.255,0.041648
0.256,0.041563
0.257,0.041478
0.258,0.041393
0.259,0.041308
0.26,0.041223
0.261,0.041138
0.262,0.041053
0.263,0.040968
0.264,0.040883
0.265,0.040798
0.266,0.040713
0.267,0.040628
0.268,0.040543
0.269,0.040458
0.27,0.040373
0.271,0.040288
0.272,0.040203
0.273,0.040118
0.274,0.040033
0.275,0.039948
0.276,0.039863
0.277,0.039778
0.278,0.039693
0.279,0.039608
0.28,0.039523
0.281,0.039451
0.282,0.039379
0.283,0.039307
0.284,0.039235
0.285,0.039163
0.286,0.039091
0.287,0.039019
0.288,0.038946
0.289,0.038874
0.29,0.038802
0.291,0.03873
0.292,0.038658
0.293,0.038586
0.294,0.038514
0.295,0.038442
0.296,0.03837
0.297,0.038298
0.298,0.038226
0.299,0.038154
0.3,0.038082
0.301,0.03801
0.302,0.037938
0.303,0.037866
0.304,0.037794
0.305,0.037722
0.306,0.03765
0.307,0.037577
0.308,0.037505
0.309,0.037433
0.31,0.037361
