0.0,
0.001,0.056451
0.002,0.056451
0.003,0.05645
0.004,0.05645
0.005,0.05645
0.006,0.056449
0.007,0.056449
0.008,0.056448
0.009,0.056448
0.01,0.056447
0.011,0.056447
0.012,0.056446
0.013,0.056446
0.014,0.056445
0.015,0.056445
0.016,0.056444
0.017,0.056444
0.018,0.056443
0.019,0.056443
0.02,0.056442
0.021,0.056442
0.022,0.056441
0.023,0.056441
0.024,0.05644
0.025,0.05644
0.026,0.056439
0.027,0.056438
0.028,0.056436
0.029,0.056435
0.03,0.056433
0.031,0.056432
0.032,0.05643
0.033,0.056429
0.034,0.056428
0.035,0.056426
0.036,0.056425
0.037,0.056423
0.038,0.056422
0.039,0.05642
0.04,0.056419
0.041,0.056418
0.042,0.056416
0.043,0.056415
0.044,0.056413
0.045,0.056412
0.046,0.05641
0.047,0.056409
0.048,0.056408
0.049,0.056406
0.05,0.056405
0.051,0.056403
0.052,0.056401
0.053,0.056399
0.054,0.056396
0.055,0.056394
0.056,0.056392
0.057,0.056389
0.058,0.056387
0.059,0.056384
0.06,0.056382
0.061,0.05638
0.062,0.056377
0.063,0.056375
0.064,0.056372
0.065,0.05637
0.066,0.056368
0.067,0.056365
0.068,0.056363
0.069,0.05636
0.07,0.056358
0.071,0.056356
0.072,0.056353
0.073,0.056351
0.074,0.056348
0.075,0.056346
0.076,0.056344
0.077,0.056341
0.078,0.056338
0.079,0.056334
0.08,0.056331
0.081,0.056328
0.082,0.056324
0.083,0.056321
0.084,0.056318
0.085,0.056314
0.086,0.056311
0.087,0.056308
0.088,0.056304
0.089,0.056301
0.09,0.056298
0.091,0.056294
0.092,0.056291
0.093,0.056288
0.094,0.056284
0.095,0.056281
0.096,0.056278
0.097,0.056274
0.098,0.056271
0.099,0.056268
0.1,0.056264
0.101,0.056261
0.102,0.056257
0.103,0.056254
0.104,0.056249
0.105,0.056245
0.106,0.056241
0.107,0.056237
0.108,0.056232
0.109,0.056228
0.11,0.056224
0.111,0.056219
0.112,0.056215
0.113,0.056211
0.114,0.056206
0.115,0.056202
0.116,0.056198
0.117,0.056194
0.118,0.056189
0.119,0.056185
0.12,0.056181
0.121,0.056176
0.122,0.056172
0.123,0.056168
0.124,0.056163
0.125,0.056159
0.126,0.056155
0.127,0.05615
0.128,0.056146
0.129,0.056141
0.13,0.056136
0.131,0.056131
0.132,0.056125
0.133,0.05612
0.134,0.056115
0.135,0.05611
0.136,0.056104
0.137,0.056099
0.138,0.056094
0.139,0.056089
0.14,0.056083
0.141,0.056078
0.142,0.056073
0.143,0.056068
0.144,0.056062
0.145,0.056057
0.146,0.056052
0.147,0.056047
0.148,0.056041
0.149,0.056036
0.15,0.056031
0.151,0.056026
0.152,0.05602
0.153,0.056015
0.154,0.05601
0.155,0.056003
0.156,0.055997
0.157,0.055991
0.158,0.055985
0.159,0.055979
0.16,0.055972
0.161,0.055966
0.162,0.05596
0.163,0.055954
0.164,0.055947
0.165,0.055941
0.166,0.055935
0.167,0.055929
