0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0002142737054472,0.0470005848441808,0.0148063561114132,0.0718012780473742,0.0173661450924608,0.0096328433594508,0.0062589859405814,0.0124615178690938,0.0230650197446964,0.0016829213859286,0.0036777254811923,0.0015981405328088,1.5490790755335163e-05,0.0123298041894353,0.0002669837474883,2.6109964720761498e-05,0.0003152762773576,0.0003910992671552,0.019038587807465,0.0003776672384219,0.0002407144585114,0.000117469430511,0.0001061792540359,0.0001447828714495,0.003304272588686,0.0002222521767641,0.0107590217715478,0.0677513711151736,0.0002867309742852,5.954755784061697e-06,1.1295785742418276e-05,0.0005217656012176,0.0007079412669126,0.0005481707317073,0.0029969127862104,0.0048739392950391,0.0019537096868942,1.851645775374324e-05,0.0001129184511843,0.0040453633637212,0.0176147716229348,0.0136614173228346,0.007167253836508,0.005118405758539,9.580004097521e-05,1.8843791096939237e-05,7.50269687162891e-05,8.108355689328012e-05,1.0459280303030303e-06,1.4053031560083629e-05,3.5497829625610414e-05,0.0048240127317813
100,0.0014408204438466,0.123452251650096,0.0589342033713975,0.2153918224186806,0.0662702702702702,0.0435077381337822,0.030517844646606,0.055458248083064,0.0873542106713196,0.0103955810969145,0.0201584203880151,0.0100071517968889,0.0001468166120605,0.0478369763205828,0.0019280463921458,0.0002321773280969,0.0021544832553114,0.002868620919387,0.0672887519571695,0.0027641852487135,0.0018728328360616,0.0009645252915936,0.0008806210181233,0.0011620823620823,0.0188500679823657,0.0016432656927392,0.051621682075753,0.2111766661126807,0.0021610087534406,6.320308483290489e-05,0.0001133432735047,0.0037682994326829,0.0048068111931119,0.0038908536585365,0.0165513249292513,0.0265710672323759,0.0121324090935792,0.00017880341346,0.0009139061270867,0.0206697253172853,0.0771739552964042,0.0634074586830492,0.0357735713859198,0.0269371350147744,0.0007566755446288,0.0001449242465185,0.0005005197607139,0.0006933193744683,8.764035443722943e-06,0.0001290843925264,0.0003036625067824,0.0219090269810133
150,0.0052246853684311,0.210557829949592,0.1337985620204217,0.3823812040551578,0.1452290184921764,0.10890371041896,0.081710032444812,0.1365585023997552,0.1874781889980714,0.0342241812196618,0.0597175984387555,0.0333681387448596,0.0007310612768971,0.1064947632058287,0.0074198183991657,0.0010848033016042,0.007859400632177,0.0111045969353764,0.1387216526087176,0.0106874785591766,0.0076432545762438,0.0041510042102294,0.0038277973650027,0.0049016662349995,0.0575666433191875,0.0064392145433349,0.1343274679391589,0.3841283031411002,0.0086118481414436,0.0003484113110539,0.0005930062454284,0.0143697246436972,0.0173954489544895,0.014639305816135,0.0494513763828145,0.0777251958224543,0.0399958879163484,0.0009000343846706,0.0038938903941963,0.0578422610180937,0.1851661807580174,0.1597862767154105,0.0971248581835552,0.0766115366840786,0.0031751007307245,0.0005891296906807,0.0017847406099833,0.0031062618595825,3.930093344155844e-05,0.00062217502406,0.0013682854042322,0.0555349938931862
200,0.0136012104909213,0.2994819951541482,0.2299256842486858,0.5327439581031086,0.2424125177809388,0.201275658874571,0.1600419874037788,0.2480448209266305,0.3046147488290935,0.080109356692518,0.1274193548387096,0.0790059002324334,0.0025456034711768,0.1809502125075895,0.0202622275351629,0.0035494242162018,0.0203945104629296,0.0302318454363757,0.221879892923885,0.0290874785591766,0.0218175953552132,0.0124846397131403,0.0116255334941547,0.0144810498143831,0.1255572493922788,0.01781704251521,0.2533477482851178,0.5438923051354495,0.0241629677387358,0.0013290488431876,0.0021541101671074,0.0385325861353258,0.0446486777367773,0.0388625703564727,0.1065088757396449,0.1627651762402088,0.0933795453210362,0.0031465099559251,0.0116362206100865,0.1179507040854833,0.3254655004859086,0.2924591156874621,0.1913895025974801,0.1570714355735432,0.0094222495390288,0.0016886270694842,0.0045401588702559,0.0097173329843617,0.0001257305194805,0.0020974678923439,0.0043275908844275,0.104659683926126
250,0.0285438082428667,0.3863313560030078,0.3346988097395927,0.6513957622639697,0.3446657183499289,0.3087742019037752,0.2578281061136204,0.3736734420712469,0.4212278446138304,0.1501087987502092,0.2202387785558489,0.1494940103701055,0.0069624988931196,0.2627884031572556,0.0441106900323015,0.0091453105238634,0.0423318529188172,0.0651085942704863,0.3076923076923077,0.0626771869639794,0.0490194339166196,0.0295219677282891,0.0277509742067173,0.0337045670379003,0.2202628651477071,0.0391380378155852,0.3905084998508798,0.6722536147581851,0.0536390011654722,0.0039441131105398,0.0061056096325887,0.0817005673170056,0.0913130381303813,0.081796435272045,0.1859789040391047,0.2748531331592689,0.1738647711919168,0.0085902285017661,0.0274206800104885,0.1967904029871497,0.4727696793002915,0.4387384269274033,0.3081447423419119,0.2613749352304396,0.0222112954995561,0.0038418995117908,0.0092806707855251,0.0238722763855264,0.0003227982954545,0.0055623402913749,0.0108030385241454,0.1646767089825678
300,0.051423047362859,0.468919709248893,0.4376593559301552,0.7394657185412963,0.4424125177809388,0.4187334067214919,0.3640244290349259,0.497370786087156,0.5269538065938103,0.2403392289237293,0.3288945012053725,0.2412444126586805,0.0159346497830514,0.3457043108682452,0.0815741282396927,0.019783665046928,0.0749529868363141,0.1183277814790139,0.3907268043840598,0.1140514579759862,0.0925086686557535,0.0585624785963215,0.0555452464897631,0.0659190192523525,0.3319022701990029,0.0727786075995482,0.525797793021175,0.7683895629051022,0.1004215537977037,0.0097084832904884,0.0143926180160918,0.1460772104607721,0.1585870233702337,0.1455112570356473,0.2808399794185747,0.3998000979112271,0.2757387064559713,0.0195286174236504,0.0543326632287387,0.2860632783173449,0.6064139941690962,0.5768798131002856,0.4324356601182301,0.3768538098505749,0.0443078604111179,0.0074061863841899,0.0162842012356575,0.0491081593927893,0.0007093141233766,0.0123721501344041,0.0226912642430819,0.2301084422073356
350,0.0826808531078874,0.5457431698554599,0.5322095341671198,0.8037284389564214,0.5304238975817923,0.5217250534222625,0.4685603409886125,0.6081802015411973,0.6176875746165855,0.3427830162361212,0.4418933914973405,0.3460790273556231,0.0317475427255822,0.4257931086824529,0.1333519851463743,0.0374099713772215,0.1178690033209298,0.1890806129247168,0.4680539421182888,0.1826003430531732,0.1528667042980404,0.1015491227009931,0.0971299560833797,0.1128671328671328,0.4479831898150055,0.1193231083099566,0.6450193856248136,0.8381253116170849,0.1650804671807969,0.0206390745501285,0.0293760198053226,0.2295143212951432,0.2434732472324723,0.2278893058161351,0.3819590944172883,0.5226011749347258,0.388521412207014,0.0385014535338063,0.0942749759636395,0.3768098671274504,0.7159572400388727,0.6935623431686424,0.550994207917836,0.4907922192502135,0.077805094584443,0.0126116485614945,0.0255820339315484,0.0881109729765098,0.0013890016233766,0.0240317923870839,0.0417525773195876,0.2963840260557385
400,0.1218056489576328,0.6156738240454508,0.6151289952268745,0.8508384182962572,0.6067709815078236,0.6124846208638218,0.564431579617024,0.7009388683863319,0.6931306823399761,0.4481950566311443,0.549305475835151,0.454246379402825,0.0565826175506951,0.5008158773527626,0.1980186687692346,0.0635678626106636,0.1692954027127595,0.2733710859427049,0.5381332390524775,0.2646449399656946,0.2276751874848802,0.1583892347051832,0.1526690171336673,0.174048174048174,0.5576614066169503,0.1774126561987686,0.7417983895019385,0.8879009473159382,0.245054182061646,0.0389665809768637,0.053370280762955,0.3261104192611042,0.3397985854858549,0.3232317073170732,0.481026498585027,0.6321801566579635,0.5009692768607179,0.0677034165859147,0.1473297788654838,0.4619555502591908,0.7995724003887269,0.7845461624989184,0.6551024064011465,0.5939613763356534,0.1235539165471556,0.0195283647696769,0.0370569775424144,0.1418111627298305,0.0024913758116883,0.0419075432250356,0.0691874660879001,0.3604130426736741
450,0.1675353059852051,0.6780293536079316,0.6856383300102713,0.8858886273002451,0.671578947368421,0.6891795635563038,0.6480055983205039,0.7749584106162878,0.7545688309302966,0.548635831055069,0.6445490376152757,0.5571249776506347,0.0920171787833171,0.5696531572556163,0.272452119948114,0.0990348132862943,0.226595446725083,0.3652231845436375,0.6003333501692004,0.3545591766723842,0.3122409483106201,0.2269494973912693,0.2202882414795571,0.2468445135111801,0.6539079559968687,0.2441801158512149,0.8157992842230838,0.9230513544955958,0.3353336474322414,0.0666838046272493,0.08810836662353,0.4280683547806835,0.4400753382533825,0.4240384615384615,0.5721700540262413,0.7231152088772846,0.604182576514128,0.1084054890437935,0.2117122629140809,0.5372698564023118,0.8603304178814383,0.8514752963571861,0.7410580999582015,0.6816978727575728,0.1809260397459537,0.0280855356788989,0.0505619299794057,0.2090230975593797,0.0041730925324675,0.0669365811568712,0.1053499728703201,0.4204448721270217
